"AI_Agent_Session__c","Ai_Agent_Interaction_Type__c","Attribute__c","Demo_Identifier__c","End_Days__c","End_Time__c","External_ID__c","Individual__c","Previous_Interaction__c","Session_Owner_Object__c","Session_Owner__c","Start_Days__c","Start_Time__c","Telemetry_Trace_Span__c","Telemetry_Trace__c","Topic_API_Name__c"
"5dd36b0a-d270-41be-a9ef-93ffb2daaa6b","TURN","","SKYWAVE_PHASE_4_5","-3.0","19:49:56","dd61101d-630b-41a2-a09e-a13a41883910","","","MessagingEndUser","0PAg8000000ZOibGAG","-3.0","19:49:54","40a1d921-6326-4e95-afaa-f7a65dfe4fec","331aef78-fb3a-426e-a2d9-6192894afea1","flight_management"
"5dd36b0a-d270-41be-a9ef-93ffb2daaa6b","TURN","","SKYWAVE_PHASE_4_5","-3.0","19:51:12","10cb7614-59b4-4faf-a401-7a711f946515","","","MessagingEndUser","0PAg8000000ZOibGAG","-3.0","19:51:10","9019a1b5-0c28-4d3d-af1b-f5934ecd4fb6","5350350b-2328-42b7-a009-3770e97ab851","flight_management"
"5dd36b0a-d270-41be-a9ef-93ffb2daaa6b","SESSION_END","","SKYWAVE_PHASE_4_5","-3.0","19:51:12","3436c1dd-dd2d-4c83-a94f-31d882465df8","","","","","-3.0","19:51:12","e703c582-46f9-492e-a0c5-4c16a0db311b","ca8c77ab-342d-475f-af99-6bfd85913113","NOT_SET"
"a3013d9c-2301-4a5a-a6cd-274731e8af2e","TURN","","SKYWAVE_PHASE_4_5","-13.0","14:59:03","213d38b5-93dc-4863-a754-4b5ef585bd1b","","","MessagingEndUser","0PAg8000000ZOvVGAW","-13.0","14:59:00","c7144022-6f50-4860-af4d-3874ad092174","e31b9052-8180-4824-a474-7a3801b4f7fa","flight_management"
"a3013d9c-2301-4a5a-a6cd-274731e8af2e","TURN","","SKYWAVE_PHASE_4_5","-13.0","14:59:52","2149739f-38ec-4b70-acfb-3c3483407cc4","","","MessagingEndUser","0PAg8000000ZOvVGAW","-13.0","14:59:50","f11b47b1-8b32-4a7f-a33c-6c63d8a17c9a","c4f46d20-734f-473d-ab24-8575e8574c6e","flight_management"
"a3013d9c-2301-4a5a-a6cd-274731e8af2e","TURN","","SKYWAVE_PHASE_4_5","-13.0","15:01:01","2fb90de6-f412-4856-a289-2233b8d6db9f","","","MessagingEndUser","0PAg8000000ZOvVGAW","-13.0","15:00:58","9bf0f29e-6b0a-462d-a453-98e6e70acbcb","427e2c55-d026-4376-a5df-044d9c4e2f98","mileage_account"
"a3013d9c-2301-4a5a-a6cd-274731e8af2e","TURN","","SKYWAVE_PHASE_4_5","-13.0","15:05:16","a06d89d5-9e35-4cf8-a526-8f74107f9478","","","MessagingEndUser","0PAg8000000ZOvVGAW","-13.0","15:05:14","9439aa48-d8f5-4459-aa95-07fcd97b5b75","2bdf123a-fb6b-4dc3-a751-812762c47e74","mileage_account"
"a3013d9c-2301-4a5a-a6cd-274731e8af2e","SESSION_END","","SKYWAVE_PHASE_4_5","-13.0","15:05:16","1cd4459d-1958-4b88-a6a6-7a788fc3db8f","","","","","-13.0","15:05:16","925a8b39-055e-4a16-ad78-f9fe1264881a","7670461e-0f21-4b4c-a3f3-9db1ba124ff9","NOT_SET"
"92137894-6f0f-4506-ac2b-52fa3776ad99","TURN","","SKYWAVE_PHASE_4_5","-5.0","10:07:04","7cf4928b-4eaf-4795-a4c5-80d53a266824","","","MessagingEndUser","0PAg8000000ZP6nGAG","-5.0","10:07:00","a86b48c2-946e-4a06-a268-a76a44ada865","ae686570-b957-4008-a364-c15921f4d25b","flight_management"
"92137894-6f0f-4506-ac2b-52fa3776ad99","TURN","","SKYWAVE_PHASE_4_5","-5.0","10:07:27","f8262dea-e5d2-4534-a96e-8733818c4f7f","","","MessagingEndUser","0PAg8000000ZP6nGAG","-5.0","10:07:25","3446cbe7-b3db-419e-a91e-cd6811c1766e","fe102170-637a-476d-a95b-5b084c7513e0","flight_management"
"92137894-6f0f-4506-ac2b-52fa3776ad99","SESSION_END","","SKYWAVE_PHASE_4_5","-5.0","10:07:27","153f1ced-ee3f-4a55-a95b-6732e945ec86","","","","","-5.0","10:07:27","ab507638-9fb2-47e7-a74d-51640ea7bb27","a192b048-ec49-47f1-a838-e99670d4b8a5","NOT_SET"
"80c20992-72e7-4c38-af22-3c49576d4458","TURN","","SKYWAVE_PHASE_4_5","-7.0","17:20:03","0b26a445-d1ee-4d6b-ad92-534f315e696b","","","MessagingEndUser","0PAg8000000ZP8PGAW","-7.0","17:20:00","02a80902-6214-4fbe-acf8-dc6f04701cd6","fbbf0974-badf-458d-af52-f6b4276c7299","mileage_account"
"80c20992-72e7-4c38-af22-3c49576d4458","TURN","","SKYWAVE_PHASE_4_5","-7.0","17:22:29","cdfa1811-409b-482f-afd1-288715a7cb41","","","MessagingEndUser","0PAg8000000ZP8PGAW","-7.0","17:22:25","0b17a1b3-030e-4605-a6e6-9a8bab9ea9b2","152e866d-d782-4bb5-adf8-548b1acb6972","mileage_account"
"80c20992-72e7-4c38-af22-3c49576d4458","SESSION_END","","SKYWAVE_PHASE_4_5","-7.0","17:22:29","da586b77-9e00-483f-a4ce-db1458105487","","","","","-7.0","17:22:29","8bbc802c-21fc-4b0d-afda-8c25d0506d50","76101f30-3a0b-4df3-a77a-8e9bbe549425","NOT_SET"
"008e224e-6b5e-47fc-a054-a8f16b3a8263","TURN","","SKYWAVE_PHASE_4_5","-7.0","18:27:03","fdbeef0d-9d9a-498e-a2be-d8d4cb4d861f","","","MessagingEndUser","0PAg8000000ZPd3GAG","-7.0","18:27:00","0a50317c-c72a-4980-abc5-a102f5f75950","328f3f95-6177-444a-a833-504179585888","mileage_account"
"008e224e-6b5e-47fc-a054-a8f16b3a8263","TURN","","SKYWAVE_PHASE_4_5","-7.0","18:27:28","e1644883-aa3f-48d2-a64a-ab15cd086323","","","MessagingEndUser","0PAg8000000ZPd3GAG","-7.0","18:27:25","5886291e-1adc-4a8b-ad64-c2bc7befb7ee","577c40f7-73be-4443-af52-2ac895f13382","mileage_account"
"008e224e-6b5e-47fc-a054-a8f16b3a8263","SESSION_END","","SKYWAVE_PHASE_4_5","-7.0","18:27:28","726f0e99-dc26-4e8b-a1aa-bf45710af43e","","","","","-7.0","18:27:28","b6ed0b85-4897-4eb5-a844-85bca8cfc879","f596330e-563b-47e6-a19e-c43fc387a19a","NOT_SET"
"4bcc7729-5fbe-4bd5-a16c-63248ea1247f","TURN","","SKYWAVE_PHASE_4_5","-11.0","15:54:04","7c285f38-6e92-4c9b-a482-c19b9cbf8882","","","MessagingEndUser","0PAg8000000ZPtBGAW","-11.0","15:54:00","eb991548-fadd-4d6d-a897-5bf18381086d","f3dec816-7157-4ebf-a37a-96dddaf33932","flight_management"
"4bcc7729-5fbe-4bd5-a16c-63248ea1247f","TURN","","SKYWAVE_PHASE_4_5","-11.0","15:55:55","4a309082-6881-449f-ae99-65455a6b6171","","","MessagingEndUser","0PAg8000000ZPtBGAW","-11.0","15:55:53","8e7741b9-c849-4e36-aadd-2628dbf966bb","3c86e745-ca68-4c7a-a60b-a19c8c4e902e","flight_management"
"4bcc7729-5fbe-4bd5-a16c-63248ea1247f","SESSION_END","","SKYWAVE_PHASE_4_5","-11.0","15:55:55","00cc98fd-52e0-401b-ad89-3a53b07de8a2","","","","","-11.0","15:55:55","ddd819f0-0a2c-42e6-a99b-1355715e5dc4","0f45bff1-4f2d-445e-ab9f-abf9fd080618","NOT_SET"
"9b72b6e7-d7b7-463d-ad6a-72cc999124a9","TURN","","SKYWAVE_PHASE_4_5","-9.0","19:06:02","f840e24f-08ad-4db0-ae3c-9bc04524b1f7","","","MessagingEndUser","0PAg8000000ZRgTGAW","-9.0","19:06:00","529dcd08-1871-4514-af15-2100891d1fcf","de1aa93f-fa38-48e3-a3b5-66397d71e4cc","flight_management"
"9b72b6e7-d7b7-463d-ad6a-72cc999124a9","TURN","","SKYWAVE_PHASE_4_5","-9.0","19:07:09","2b269d05-075c-4a6b-a1b3-d705c9d4e87c","","","MessagingEndUser","0PAg8000000ZRgTGAW","-9.0","19:07:07","02b4d265-2afa-4e19-a2e3-11382e0428e5","3cd2c6df-b1cf-4288-a39f-d322cb6cb58b","flight_management"
"9b72b6e7-d7b7-463d-ad6a-72cc999124a9","TURN","","SKYWAVE_PHASE_4_5","-9.0","19:09:14","8d5aeaff-2ee4-41bd-af26-1cdc444192a7","","","MessagingEndUser","0PAg8000000ZRgTGAW","-9.0","19:09:11","a7ea2024-a09e-46d8-a6e9-8560143e155b","318cfefb-e895-4504-ac85-1acdd7587b7e","flight_management"
"9b72b6e7-d7b7-463d-ad6a-72cc999124a9","TURN","","SKYWAVE_PHASE_4_5","-9.0","19:11:42","f5785530-8551-4b8e-acdb-7f375351a4bc","","","MessagingEndUser","0PAg8000000ZRgTGAW","-9.0","19:11:38","932bcf0f-eaa1-4d3f-a248-896cdd69a5e7","6e6a7cbc-fc7f-495e-aa4f-89449c25f6c7","flight_management"
"9b72b6e7-d7b7-463d-ad6a-72cc999124a9","SESSION_END","","SKYWAVE_PHASE_4_5","-9.0","19:11:42","85bd4609-6f7d-4e67-ab02-6b654777e3a2","","","","","-9.0","19:11:42","5021d575-9d0b-458d-aa7c-9b854a54c191","0c9354f4-a623-41dc-aa1c-ef0e52618208","NOT_SET"
"49529b76-dfaf-4818-a202-fd6381395f50","TURN","","SKYWAVE_PHASE_4_5","-13.0","12:12:03","53d72815-19f6-46e7-a67a-9134e5967e32","","","MessagingEndUser","0PAg8000000ZSRFGA4","-13.0","12:12:00","fdee103f-0fd9-4b65-afcc-5153410a6c72","6f467325-457b-49b4-a03d-9943f2ecde22","mileage_account"
"49529b76-dfaf-4818-a202-fd6381395f50","TURN","","SKYWAVE_PHASE_4_5","-13.0","12:13:13","91107d0f-e8c6-4ac3-a198-da423bc8b4c9","","","MessagingEndUser","0PAg8000000ZSRFGA4","-13.0","12:13:09","5ef7e056-b373-4456-af34-12b124511aa3","ecdba0a6-fbe2-4eed-af30-45ae9b664209","mileage_account"
"49529b76-dfaf-4818-a202-fd6381395f50","TURN","","SKYWAVE_PHASE_4_5","-13.0","12:15:24","939baabf-d02b-48cf-a9be-bcc30441fec9","","","MessagingEndUser","0PAg8000000ZSRFGA4","-13.0","12:15:22","afa772a7-6cbc-4db9-a35d-9eea77a85164","09c7099d-ff56-480e-a995-30103dba0d34","case_management"
"49529b76-dfaf-4818-a202-fd6381395f50","TURN","","SKYWAVE_PHASE_4_5","-13.0","12:16:17","40695782-3a13-429c-aba6-6b16fc0cbb5c","","","MessagingEndUser","0PAg8000000ZSRFGA4","-13.0","12:16:13","d78e8456-eb3c-4e90-aa7e-e0651c1dc0ca","fb23b4dd-df23-4e7f-a830-4c924b89b635","case_management"
"49529b76-dfaf-4818-a202-fd6381395f50","TURN","","SKYWAVE_PHASE_4_5","-13.0","12:21:13","972ca142-8262-44e7-a660-c1654e934808","","","MessagingEndUser","0PAg8000000ZSRFGA4","-13.0","12:21:10","22cfcfce-54bf-4865-a6da-7a87b711e7dc","aa313725-14d9-481b-a30c-ee94be0c85ac","flight_management"
"49529b76-dfaf-4818-a202-fd6381395f50","TURN","","SKYWAVE_PHASE_4_5","-13.0","12:21:53","190d2981-4a9b-4962-acd0-5a1e49ab447f","","","MessagingEndUser","0PAg8000000ZSRFGA4","-13.0","12:21:49","d141078e-a501-446d-a7d0-6105e97e46fa","9c786c7d-29d6-4421-a7f1-91505d44f5e7","flight_management"
"49529b76-dfaf-4818-a202-fd6381395f50","SESSION_END","","SKYWAVE_PHASE_4_5","-13.0","12:21:53","c38750eb-5195-4df3-ac68-4017fc9c4260","","","","","-13.0","12:21:53","fdcb1d99-affe-496b-a58a-01e6408961d2","2d2ff9cc-602e-42ef-aab1-dcdd4461d438","NOT_SET"
"7f60af3c-9304-46e8-a7e2-f8aec150ad99","TURN","","SKYWAVE_PHASE_4_5","-11.0","18:08:04","dd4f83ba-3b35-4bf4-a28c-b824287d6d41","","","MessagingEndUser","0PAg8000000ZSXhGAO","-11.0","18:08:00","a32a3504-7684-4596-a1a3-a85129180c8c","15c55035-5879-4021-a3a2-cbe28302ebd5","flight_management"
"7f60af3c-9304-46e8-a7e2-f8aec150ad99","TURN","","SKYWAVE_PHASE_4_5","-11.0","18:11:35","eb8ac24d-c707-4223-a1b6-175df9d1364f","","","MessagingEndUser","0PAg8000000ZSXhGAO","-11.0","18:11:31","179b3678-1220-4b07-a6fc-a2b6c9005adf","e91a20f9-1ad2-4de2-a213-51854cb76380","flight_management"
"7f60af3c-9304-46e8-a7e2-f8aec150ad99","TURN","","SKYWAVE_PHASE_4_5","-11.0","18:13:46","d745e297-7ead-48ef-a389-68fb9814f53c","","","MessagingEndUser","0PAg8000000ZSXhGAO","-11.0","18:13:43","0594b4ff-df0d-44f8-ad5c-b346bbe01426","e1a65c24-c036-4307-a4a3-4002aefc31da","flight_management"
"7f60af3c-9304-46e8-a7e2-f8aec150ad99","TURN","","SKYWAVE_PHASE_4_5","-11.0","18:14:44","8e257473-518e-45c7-a1c2-f5c138d84a09","","","MessagingEndUser","0PAg8000000ZSXhGAO","-11.0","18:14:42","c3baf10f-8cf6-49dc-a937-a8fbaf0b04b0","122f36c4-bcee-4bba-a768-133a0b0d1c9f","flight_management"
"7f60af3c-9304-46e8-a7e2-f8aec150ad99","SESSION_END","","SKYWAVE_PHASE_4_5","-11.0","18:14:44","223604b2-65bd-47da-afd1-410d63692b99","","","","","-11.0","18:14:44","0934b845-43c6-4977-a1db-2feb4770c74d","4fcf0cb6-6355-45ae-a2f8-32f5e2d30d6c","NOT_SET"
"f8ebdf6a-afac-4695-ab24-7f206ccb7cf2","TURN","","SKYWAVE_PHASE_4_5","-3.0","10:23:02","2674e620-b596-49b8-a9ad-b90662973e51","","","MessagingEndUser","0PAg8000000ZTNJGA4","-3.0","10:23:00","bf0da905-a8bb-4d76-a78d-fb6454aa5404","40116a79-1225-4b14-a741-a7f336c7e0f3","flight_management"
"f8ebdf6a-afac-4695-ab24-7f206ccb7cf2","TURN","","SKYWAVE_PHASE_4_5","-3.0","10:23:29","f0bbdf98-ad2d-433d-a70a-cbec16cc189c","","","MessagingEndUser","0PAg8000000ZTNJGA4","-3.0","10:23:25","262c2f54-977e-46c7-a654-a7dc0ee27c0f","453310b3-f831-45e5-a14e-f7b896e1b459","flight_management"
"f8ebdf6a-afac-4695-ab24-7f206ccb7cf2","TURN","","SKYWAVE_PHASE_4_5","-3.0","10:25:53","528890eb-98ed-4662-af6d-b80ad976d2d5","","","MessagingEndUser","0PAg8000000ZTNJGA4","-3.0","10:25:50","3759a69e-cb02-471f-aa49-456256dd9ca4","a98a1c56-d0c0-427e-a128-6654a46f80bc","flight_management"
"f8ebdf6a-afac-4695-ab24-7f206ccb7cf2","TURN","","SKYWAVE_PHASE_4_5","-3.0","10:27:03","e95123e7-6b94-4f2e-a262-534c16b930d6","","","MessagingEndUser","0PAg8000000ZTNJGA4","-3.0","10:27:00","00633dfe-11d8-41e8-acd2-6c4566a9aee9","226a36d2-0b23-49f4-a71e-f4871da8d641","flight_management"
"f8ebdf6a-afac-4695-ab24-7f206ccb7cf2","SESSION_END","","SKYWAVE_PHASE_4_5","-3.0","10:27:03","eb695329-f414-4160-ace0-0aa2a7807be6","","","","","-3.0","10:27:03","88d845dc-978b-405c-a23c-be176125c6d4","580f30a1-c707-4b6a-a6eb-0135d1242b51","NOT_SET"
"2cec9cab-1cae-4ac7-a385-4bcefe645804","TURN","","SKYWAVE_PHASE_4_5","-8.0","13:15:03","39f65344-ceec-40c1-adaa-fbc6dbf147b6","","","MessagingEndUser","0PAg8000000ZUsrGAG","-8.0","13:15:00","9768a2f2-e2c1-4783-aa18-2533e237bfe3","67bbdee8-1785-46f1-a0bf-92e1f18e6b76","flight_management"
"2cec9cab-1cae-4ac7-a385-4bcefe645804","TURN","","SKYWAVE_PHASE_4_5","-8.0","13:16:05","b2d16823-46ff-4b65-a03a-270f6cc713e1","","","MessagingEndUser","0PAg8000000ZUsrGAG","-8.0","13:16:01","4c4b7f31-9d80-480d-a022-bfb7cb002270","4ed44d6a-44ac-4ab8-a756-75ab780d9575","flight_management"
"2cec9cab-1cae-4ac7-a385-4bcefe645804","SESSION_END","","SKYWAVE_PHASE_4_5","-8.0","13:16:05","23d5c2d0-bd01-4e9c-a063-c74551a61e2a","","","","","-8.0","13:16:05","13d2c0f6-7286-4bcc-a5a1-e23d83735b19","1e3c41b5-cf0d-4c0a-ae06-28a1e08bfb77","NOT_SET"
"17b778a3-ea97-4809-a1a9-819d99bd0074","TURN","","SKYWAVE_PHASE_4_5","-3.0","16:18:03","983c87b6-d024-482a-aaf6-9ad87cbd579e","","","MessagingEndUser","0PAg8000000ZVDpGAO","-3.0","16:18:00","ce3c186c-a5ad-4601-a763-33404ee92947","4a5f00c0-a303-4ad5-abb0-35c89be7555a","flight_management"
"17b778a3-ea97-4809-a1a9-819d99bd0074","TURN","","SKYWAVE_PHASE_4_5","-3.0","16:18:48","49b633ba-f538-465d-ad43-cad6de1c4797","","","MessagingEndUser","0PAg8000000ZVDpGAO","-3.0","16:18:44","9bfe7029-3d92-4d26-af3d-9394ed5abd8a","dc25c376-0bbc-44a1-a8e6-a10e066b447b","flight_management"
"17b778a3-ea97-4809-a1a9-819d99bd0074","SESSION_END","","SKYWAVE_PHASE_4_5","-3.0","16:18:48","3c2ca3e3-ab1b-4661-a070-b1b67a9bbfce","","","","","-3.0","16:18:48","7b44b4c0-092e-4f8f-a813-e378d1946136","de29539a-dfe0-4f70-a148-261f502482d4","NOT_SET"
"e96c9eb2-0ce5-41a6-acfd-7f5f144b9f20","TURN","","SKYWAVE_PHASE_4_5","-3.0","19:25:02","da4c258f-162d-4c28-a114-26fc004cb897","","","MessagingEndUser","0PAg8000000ZfMrGAK","-3.0","19:25:00","f2fe7b08-3f5e-4ac3-aacd-abc7f274f751","ed19b26b-044a-430f-ae50-69e47ca5314a","flight_management"
"e96c9eb2-0ce5-41a6-acfd-7f5f144b9f20","TURN","","SKYWAVE_PHASE_4_5","-3.0","19:28:01","398b5414-87c9-4cba-ae06-b009aa70630b","","","MessagingEndUser","0PAg8000000ZfMrGAK","-3.0","19:27:57","678f5fb3-fe19-4130-a3f9-61aa892bc5a3","e2e73079-c3c9-4291-aca9-85fb724e63e8","flight_management"
"e96c9eb2-0ce5-41a6-acfd-7f5f144b9f20","TURN","","SKYWAVE_PHASE_4_5","-3.0","19:29:36","2d01a1b2-35f2-4b63-a5ef-e933a40deb7e","","","MessagingEndUser","0PAg8000000ZfMrGAK","-3.0","19:29:32","44dca791-e91e-4288-a3b7-e8410155c233","e92f2e5e-b8a9-4fad-a9a8-eb1701ddb2e6","case_management"
"e96c9eb2-0ce5-41a6-acfd-7f5f144b9f20","TURN","","SKYWAVE_PHASE_4_5","-3.0","19:33:15","731833b7-e1f6-40f8-ad4d-5da7269487c7","","","MessagingEndUser","0PAg8000000ZfMrGAK","-3.0","19:33:12","f1d1fc1d-83f5-4cb1-a948-47384b698942","0d4bf292-2f35-4523-ac22-6573097118e0","case_management"
"e96c9eb2-0ce5-41a6-acfd-7f5f144b9f20","TURN","","SKYWAVE_PHASE_4_5","-3.0","19:35:17","41f3f5d8-9ce3-44f5-ac20-23be2c94c3ec","","","MessagingEndUser","0PAg8000000ZfMrGAK","-3.0","19:35:13","17587931-c48b-47ed-ad51-2de8e661b410","14652eff-2534-48f4-aa28-b735bd40b5f8","flight_management"
"e96c9eb2-0ce5-41a6-acfd-7f5f144b9f20","TURN","","SKYWAVE_PHASE_4_5","-3.0","19:35:57","942b50d6-cff1-4c5a-af6f-ccc37e9a6be2","","","MessagingEndUser","0PAg8000000ZfMrGAK","-3.0","19:35:54","c40e5cd8-9245-4106-ab3a-fb111824121c","624b68a3-5d63-45f3-a380-0b3e17857292","flight_management"
"e96c9eb2-0ce5-41a6-acfd-7f5f144b9f20","SESSION_END","","SKYWAVE_PHASE_4_5","-3.0","19:35:57","8e815200-a56a-482f-ab90-03cc8a6b570f","","","","","-3.0","19:35:57","da907381-0447-4d00-a943-2b127e8f7f06","0109ea70-387b-4857-ab76-1eaa4d31f917","NOT_SET"
"9de69977-6d3b-4b2c-afcb-0c119a26ae38","TURN","","SKYWAVE_PHASE_4_5","-9.0","19:11:03","ff6ad063-8e17-4adb-a7fc-0692dce2064c","","","MessagingEndUser","0PAg8000000Zim9GAC","-9.0","19:11:00","5ca7a594-b322-4cfd-aac1-c63af96b029f","b9cb24ff-c96d-4887-a1dc-49862f9122ca","mileage_account"
"9de69977-6d3b-4b2c-afcb-0c119a26ae38","TURN","","SKYWAVE_PHASE_4_5","-9.0","19:12:05","9429c2c8-c10a-40b0-a3ab-929216ca4d28","","","MessagingEndUser","0PAg8000000Zim9GAC","-9.0","19:12:01","604034ac-0007-4370-ac57-1b4553438e54","7db55976-b618-4652-af82-e5ff902bb969","mileage_account"
"9de69977-6d3b-4b2c-afcb-0c119a26ae38","SESSION_END","","SKYWAVE_PHASE_4_5","-9.0","19:12:05","fefc20af-4c95-42fa-aa40-600a8e0c2661","","","","","-9.0","19:12:05","f9bffe49-56b2-4a1e-aca8-b2495d530d59","0f83d950-472b-4dfc-a384-99e5cec8338d","NOT_SET"
"7d98dda4-aa43-43af-af0f-ef10bfe99442","TURN","","SKYWAVE_PHASE_4_5","-10.0","12:19:03","930ba0b4-59c8-4621-aacf-eaf9c3110410","","","MessagingEndUser","0PAg8000000ZjblGAC","-10.0","12:19:00","90f40950-0ad3-4dee-a61e-ad3d68e51b84","dc282170-b84d-4f5b-a8cf-e6539a46abcc","mileage_account"
"7d98dda4-aa43-43af-af0f-ef10bfe99442","TURN","","SKYWAVE_PHASE_4_5","-10.0","12:19:49","5dd87239-9fc7-42aa-a985-e02fc4572f5a","","","MessagingEndUser","0PAg8000000ZjblGAC","-10.0","12:19:46","bec399d6-0bf1-4549-a784-62a8b8b82cf2","ffceceeb-f11d-454b-a8ab-79c515143109","mileage_account"
"7d98dda4-aa43-43af-af0f-ef10bfe99442","TURN","","SKYWAVE_PHASE_4_5","-10.0","12:20:40","25403249-d417-4f23-ab9e-84741eea2e99","","","MessagingEndUser","0PAg8000000ZjblGAC","-10.0","12:20:38","8e79af15-9eef-4cdf-a1d1-1489905ea0f9","fd5354ca-d6bc-4b2d-ada6-76473d725634","flight_management"
