"AI_Agent_Moment_Id__c","Demo_Identifier__c","External_ID__c","Interaction_Id__c","Start_Days__c","Start_Time__c"
"2e70b2a4-5ac0-4c8b-a149-81683b15d699","SKYWAVE_PHASE_4_5","016598aa-5b90-49e1-ae0b-b0e42301ffb9","dd61101d-630b-41a2-a09e-a13a41883910","-3.0","19:49:54"
"2e70b2a4-5ac0-4c8b-a149-81683b15d699","SKYWAVE_PHASE_4_5","70cd21f3-6a58-4d4f-ad0f-dae7eb728a7e","10cb7614-59b4-4faf-a401-7a711f946515","-3.0","19:51:10"
"62e4eab9-1bf3-4eb0-a8df-4b7332c8a43e","SKYWAVE_PHASE_4_5","e0fc9c1a-1d02-4c66-a8a5-3bfc5d66a72b","213d38b5-93dc-4863-a754-4b5ef585bd1b","-13.0","14:59:00"
"62e4eab9-1bf3-4eb0-a8df-4b7332c8a43e","SKYWAVE_PHASE_4_5","f8b231e0-4713-4635-aa56-b0fc3ca2a56d","2149739f-38ec-4b70-acfb-3c3483407cc4","-13.0","14:59:50"
"00eeb8af-caf3-4d68-ae7f-568a6b518972","SKYWAVE_PHASE_4_5","69f4c227-72e9-4382-a00f-48f661147afd","2fb90de6-f412-4856-a289-2233b8d6db9f","-13.0","15:00:58"
"00eeb8af-caf3-4d68-ae7f-568a6b518972","SKYWAVE_PHASE_4_5","e3661ad3-4c91-4971-a62c-0ac144c7b8c1","a06d89d5-9e35-4cf8-a526-8f74107f9478","-13.0","15:05:14"
"b70bb037-0095-463b-ac20-ac5b0c6ad609","SKYWAVE_PHASE_4_5","548e15d5-5830-4710-afde-b46249bf8e95","7cf4928b-4eaf-4795-a4c5-80d53a266824","-5.0","10:07:00"
"b70bb037-0095-463b-ac20-ac5b0c6ad609","SKYWAVE_PHASE_4_5","03ca9990-7ff0-4749-a2de-e054f66562d3","f8262dea-e5d2-4534-a96e-8733818c4f7f","-5.0","10:07:25"
"1767067a-8111-4c9f-a68f-b5a48bf029fe","SKYWAVE_PHASE_4_5","427136bb-ddb0-4f2d-ad2f-5c0e1e0be5af","0b26a445-d1ee-4d6b-ad92-534f315e696b","-7.0","17:20:00"
"1767067a-8111-4c9f-a68f-b5a48bf029fe","SKYWAVE_PHASE_4_5","023715fd-8ee6-4a79-ad38-ff8c781e94bc","cdfa1811-409b-482f-afd1-288715a7cb41","-7.0","17:22:25"
"644d931b-c187-401b-a7bd-a20b9e17e43a","SKYWAVE_PHASE_4_5","eab94d7a-d3f8-4385-aa63-82d74703a627","fdbeef0d-9d9a-498e-a2be-d8d4cb4d861f","-7.0","18:27:00"
"644d931b-c187-401b-a7bd-a20b9e17e43a","SKYWAVE_PHASE_4_5","75315880-2326-48c9-ac28-6d0a30451a95","e1644883-aa3f-48d2-a64a-ab15cd086323","-7.0","18:27:25"
"9ede2a02-9f80-4c4f-aabe-f151013f8c6d","SKYWAVE_PHASE_4_5","dc020f05-798b-4367-acf5-dfc0e22e6429","7c285f38-6e92-4c9b-a482-c19b9cbf8882","-11.0","15:54:00"
"9ede2a02-9f80-4c4f-aabe-f151013f8c6d","SKYWAVE_PHASE_4_5","81817894-3a1f-4b84-ad24-5a585bcb7afe","4a309082-6881-449f-ae99-65455a6b6171","-11.0","15:55:53"
"b3995bc0-035f-4475-a6e1-68e50894b4de","SKYWAVE_PHASE_4_5","f503a2f0-f9c0-4817-a4b0-7b534f526044","f840e24f-08ad-4db0-ae3c-9bc04524b1f7","-9.0","19:06:00"
"b3995bc0-035f-4475-a6e1-68e50894b4de","SKYWAVE_PHASE_4_5","094b72db-f506-4bfa-aa33-8a997b1606ce","2b269d05-075c-4a6b-a1b3-d705c9d4e87c","-9.0","19:07:07"
"c1a63546-03c3-405d-ad22-59ed828097f7","SKYWAVE_PHASE_4_5","f789a384-c904-449a-ab21-c31402d918e8","8d5aeaff-2ee4-41bd-af26-1cdc444192a7","-9.0","19:09:11"
"c1a63546-03c3-405d-ad22-59ed828097f7","SKYWAVE_PHASE_4_5","de119da7-a712-4c75-aab3-ae9d5c78f5d7","f5785530-8551-4b8e-acdb-7f375351a4bc","-9.0","19:11:38"
"b666c5e7-a3b3-4d8f-a349-efa773abe2d2","SKYWAVE_PHASE_4_5","3e7fea5f-110a-46ed-a279-17ec3a08c88a","53d72815-19f6-46e7-a67a-9134e5967e32","-13.0","12:12:00"
"b666c5e7-a3b3-4d8f-a349-efa773abe2d2","SKYWAVE_PHASE_4_5","62b4bbf8-4716-4ec7-a818-d58593258655","91107d0f-e8c6-4ac3-a198-da423bc8b4c9","-13.0","12:13:09"
"75f2c33f-ce13-4354-ada3-4af0fb2a3487","SKYWAVE_PHASE_4_5","7950bc57-5ebc-4b08-adf1-4044b6db0fe5","939baabf-d02b-48cf-a9be-bcc30441fec9","-13.0","12:15:22"
"75f2c33f-ce13-4354-ada3-4af0fb2a3487","SKYWAVE_PHASE_4_5","01b89678-a5d6-4d86-a981-468220c00f2d","40695782-3a13-429c-aba6-6b16fc0cbb5c","-13.0","12:16:13"
"75c504f7-b4ab-4c85-a024-65918dbaf49f","SKYWAVE_PHASE_4_5","cc338e12-8894-4334-a5fe-eb35dd511238","972ca142-8262-44e7-a660-c1654e934808","-13.0","12:21:10"
"75c504f7-b4ab-4c85-a024-65918dbaf49f","SKYWAVE_PHASE_4_5","8fd153d6-2941-402d-ad61-0b574cfcaaa2","190d2981-4a9b-4962-acd0-5a1e49ab447f","-13.0","12:21:49"
"9289a767-0a18-4673-a22f-bdd73cb5d021","SKYWAVE_PHASE_4_5","1a695433-936e-490b-a5f9-042d29d37551","dd4f83ba-3b35-4bf4-a28c-b824287d6d41","-11.0","18:08:00"
"9289a767-0a18-4673-a22f-bdd73cb5d021","SKYWAVE_PHASE_4_5","2b2b429b-6cf5-44e1-afa4-0910d0dfbadf","eb8ac24d-c707-4223-a1b6-175df9d1364f","-11.0","18:11:31"
"521c8133-68cc-4e93-a830-d8e577a23ddb","SKYWAVE_PHASE_4_5","4e928e62-437d-42d4-ae6c-890afa575872","d745e297-7ead-48ef-a389-68fb9814f53c","-11.0","18:13:43"
"521c8133-68cc-4e93-a830-d8e577a23ddb","SKYWAVE_PHASE_4_5","abf450e5-0024-4863-a566-6f6963ae92cd","8e257473-518e-45c7-a1c2-f5c138d84a09","-11.0","18:14:42"
"a21b37ff-9588-4449-a05e-de41bcc7e82c","SKYWAVE_PHASE_4_5","b19bf524-a503-4f8e-a554-94251d9f4133","2674e620-b596-49b8-a9ad-b90662973e51","-3.0","10:23:00"
"a21b37ff-9588-4449-a05e-de41bcc7e82c","SKYWAVE_PHASE_4_5","8b34fea8-ec1e-42ad-a6cd-d963a579a8de","f0bbdf98-ad2d-433d-a70a-cbec16cc189c","-3.0","10:23:25"
"9715bbcb-4eea-446c-acba-fedfb25b8675","SKYWAVE_PHASE_4_5","7e707d4c-4ece-47c6-a904-185a4794a694","528890eb-98ed-4662-af6d-b80ad976d2d5","-3.0","10:25:50"
"9715bbcb-4eea-446c-acba-fedfb25b8675","SKYWAVE_PHASE_4_5","7dbf7307-4a00-4cc4-a6b7-1241dc01843f","e95123e7-6b94-4f2e-a262-534c16b930d6","-3.0","10:27:00"
"cb9ea2e1-9a0b-4038-a7ab-b611539ff26f","SKYWAVE_PHASE_4_5","c25dbc07-3f64-43b8-a1c7-dce498259052","39f65344-ceec-40c1-adaa-fbc6dbf147b6","-8.0","13:15:00"
"cb9ea2e1-9a0b-4038-a7ab-b611539ff26f","SKYWAVE_PHASE_4_5","04453682-6cf6-40a4-a483-a516caf1bf55","b2d16823-46ff-4b65-a03a-270f6cc713e1","-8.0","13:16:01"
"530b9daa-ea30-45ea-a317-55e891c2014b","SKYWAVE_PHASE_4_5","22223eda-c13b-4dba-a498-098ce51c982f","983c87b6-d024-482a-aaf6-9ad87cbd579e","-3.0","16:18:00"
"530b9daa-ea30-45ea-a317-55e891c2014b","SKYWAVE_PHASE_4_5","c9afcf6e-4624-4534-a6ea-0afdd8dd3d5c","49b633ba-f538-465d-ad43-cad6de1c4797","-3.0","16:18:44"
"6dfa2fd0-43b7-4018-a007-cb67084c128e","SKYWAVE_PHASE_4_5","7a34163d-aa08-4ff8-a137-c6b35544c239","da4c258f-162d-4c28-a114-26fc004cb897","-3.0","19:25:00"
"6dfa2fd0-43b7-4018-a007-cb67084c128e","SKYWAVE_PHASE_4_5","a86504d7-ad42-4a94-a937-60e52e2e275a","398b5414-87c9-4cba-ae06-b009aa70630b","-3.0","19:27:57"
"bb0d0b90-f07f-4b6b-a740-0d66eb2dbe0a","SKYWAVE_PHASE_4_5","f8331dde-46ee-4127-a97a-a2b8809c6361","2d01a1b2-35f2-4b63-a5ef-e933a40deb7e","-3.0","19:29:32"
"bb0d0b90-f07f-4b6b-a740-0d66eb2dbe0a","SKYWAVE_PHASE_4_5","03e86418-7899-479e-ab06-27083f7b4805","731833b7-e1f6-40f8-ad4d-5da7269487c7","-3.0","19:33:12"
"abfd65d4-09e0-4e75-afb9-64aaed4fba4e","SKYWAVE_PHASE_4_5","53a3a207-99b5-460f-ac9e-8d31c0fa7b7c","41f3f5d8-9ce3-44f5-ac20-23be2c94c3ec","-3.0","19:35:13"
"abfd65d4-09e0-4e75-afb9-64aaed4fba4e","SKYWAVE_PHASE_4_5","2c3a75f5-fadf-4003-abc7-dc63462c3c44","942b50d6-cff1-4c5a-af6f-ccc37e9a6be2","-3.0","19:35:54"
"044bb861-c9ca-4c58-a262-5defae18c8a3","SKYWAVE_PHASE_4_5","59722130-5cfb-4af1-a556-eecb58c72442","ff6ad063-8e17-4adb-a7fc-0692dce2064c","-9.0","19:11:00"
"044bb861-c9ca-4c58-a262-5defae18c8a3","SKYWAVE_PHASE_4_5","bdb7677f-c31e-45c9-add2-54208a67a2e3","9429c2c8-c10a-40b0-a3ab-929216ca4d28","-9.0","19:12:01"
"20a20b32-d0ad-4fe5-a864-27cc0371c70b","SKYWAVE_PHASE_4_5","287693f2-42e2-41cf-aad2-f19c8a107c30","930ba0b4-59c8-4621-aacf-eaf9c3110410","-10.0","12:19:00"
"20a20b32-d0ad-4fe5-a864-27cc0371c70b","SKYWAVE_PHASE_4_5","d7667b3e-021f-47b0-a876-4c3b3c6f69a5","5dd87239-9fc7-42aa-a985-e02fc4572f5a","-10.0","12:19:46"
"4bf6456d-1165-464c-aa23-2e312dbc21aa","SKYWAVE_PHASE_4_5","60ab3dae-3d62-4954-a043-6cffd2a89c28","25403249-d417-4f23-ab9e-84741eea2e99","-10.0","12:20:38"
"4bf6456d-1165-464c-aa23-2e312dbc21aa","SKYWAVE_PHASE_4_5","422d2e90-2b1a-471c-ab73-0a8e95749f3f","5f1e8ee4-9d4f-4871-afd2-1b1231c21de3","-10.0","12:23:13"
"6af34c1c-0dbb-4424-ab38-d6c9bf65598c","SKYWAVE_PHASE_4_5","4db51af4-e626-4651-a404-5d384de1b793","39a7b891-31f6-4b62-add4-2be870f8d94d","-2.0","18:55:00"
"6af34c1c-0dbb-4424-ab38-d6c9bf65598c","SKYWAVE_PHASE_4_5","21de0a30-f42b-4325-a22e-7db314911490","c3a9e928-59a1-4214-a4fa-e5dc3c8cc0b4","-2.0","18:55:53"
"0c163462-f6e9-46bb-aeb0-fe55b4d06f6b","SKYWAVE_PHASE_4_5","2e1959c4-d207-4d6e-a8b4-0f678cf920c5","e23e62f2-28ef-43d5-a65c-adf7e3b95fa9","-2.0","18:56:17"
"0c163462-f6e9-46bb-aeb0-fe55b4d06f6b","SKYWAVE_PHASE_4_5","0a8ea0a9-fa82-42b0-a882-46284f0eb018","7d6bfdd7-7aed-4cd4-ad4a-49c0bd505b43","-2.0","18:57:21"
"e3ab09be-2545-4dd8-a844-315f77e6fb5b","SKYWAVE_PHASE_4_5","05dc66f9-77b9-4597-abda-97e17127efa9","73f98462-eeeb-4b83-a866-c6500779f601","-4.0","16:25:00"
"e3ab09be-2545-4dd8-a844-315f77e6fb5b","SKYWAVE_PHASE_4_5","a9f16eac-be83-46ba-a45b-62c9a0904db1","8dd702e1-6028-46d6-a26e-a6ebfc7bb1c4","-4.0","16:26:13"
"5069524b-840a-4fc4-a0cd-a2848f005e03","SKYWAVE_PHASE_4_5","5e4cb867-071e-4fb1-af29-2cb430268817","b16a745c-0690-4119-a110-90af4cd1ff82","-2.0","19:00:00"
"5069524b-840a-4fc4-a0cd-a2848f005e03","SKYWAVE_PHASE_4_5","4f901286-61ad-4de7-a01e-dd818afe1e57","ae64f304-ff12-4df7-a282-616308e5d7e6","-2.0","19:00:26"
"e00ac82c-b3da-40d1-a5f3-80232bd6ed7d","SKYWAVE_PHASE_4_5","7d256342-863c-4f9e-a1e8-f9b39437eb0e","163bb50c-2f9c-4728-afaf-d09e433bd835","-5.0","11:15:00"
"e00ac82c-b3da-40d1-a5f3-80232bd6ed7d","SKYWAVE_PHASE_4_5","ec1a7070-c15c-4c84-a367-71c88b3d56b4","5645a4ee-98a2-4b08-ad95-945bfb128c3a","-5.0","11:19:05"
"9402e447-3dbe-481f-ae29-cbcf2c53a6c6","SKYWAVE_PHASE_4_5","650f5189-a344-4088-a9a1-38bfaddc2d5e","6e75b663-2632-4d87-a19b-829ffc329bae","-2.0","11:54:00"
"9402e447-3dbe-481f-ae29-cbcf2c53a6c6","SKYWAVE_PHASE_4_5","3b5ec38b-cee5-4250-a13a-64869cbe35cb","9075c635-d6d3-4dd4-a7a1-675a6bb274a6","-2.0","11:57:37"
"f3b6ab04-bc79-40e0-aafd-90a0499fbb24","SKYWAVE_PHASE_4_5","a9fe025a-ac00-45b9-a327-cd4f9d744112","b0d1c698-c5b9-4921-a79a-a69f0e077764","-2.0","14:48:00"
"f3b6ab04-bc79-40e0-aafd-90a0499fbb24","SKYWAVE_PHASE_4_5","f7ba1b6f-e87b-47a7-a47a-720cd2a49011","c0aa55f7-0c72-4504-a211-e1972550a362","-2.0","14:49:09"
"31fe7694-c478-4b48-a2f0-ff13485bb1d7","SKYWAVE_PHASE_4_5","108cc975-1cf9-4fa8-ab0b-5941f752ca7b","919080aa-9bd5-4fe1-afdf-9aabcbd45a3a","-2.0","14:50:23"
"31fe7694-c478-4b48-a2f0-ff13485bb1d7","SKYWAVE_PHASE_4_5","9af04294-244e-4ef5-a3e4-49ff7403ca55","61023e00-b41f-4000-aa49-08a4cb6834db","-2.0","14:53:12"
"7f032568-acbb-4f50-a4f3-53f30def3477","SKYWAVE_PHASE_4_5","e76645ce-c5ca-4525-a19c-a022a0f43540","6668eeef-e955-4b48-a2cc-5005ada3e60c","-3.0","10:48:00"
"7f032568-acbb-4f50-a4f3-53f30def3477","SKYWAVE_PHASE_4_5","488d532c-e6d8-44ad-ac92-831c7965fc17","aa29fded-7771-479b-aace-24c6002af8ee","-3.0","10:52:25"
"43c7c430-2882-468c-a127-1b42881fba20","SKYWAVE_PHASE_4_5","2d4dcf83-7655-46e1-a0af-cb4ce64fea60","aaaf0145-64a0-4e78-a258-9a6a2e261c1e","-10.0","16:55:00"
"43c7c430-2882-468c-a127-1b42881fba20","SKYWAVE_PHASE_4_5","bb4db3b0-f587-45fc-a708-1f4be92730e7","f077401f-d964-4704-ab5f-94906c549265","-10.0","16:55:44"
"fa709547-4ce9-4f2a-a4e8-5464236e2dba","SKYWAVE_PHASE_4_5","743da2f7-eadd-4275-abb4-ab4b4cda816f","6f8b04e2-20ac-4560-ab40-a579ce23cf4e","-10.0","16:09:00"
"fa709547-4ce9-4f2a-a4e8-5464236e2dba","SKYWAVE_PHASE_4_5","eab2c396-9642-4080-a9f5-5a9125135b3b","388e849f-282b-4c87-ab37-d3e5c2f10e7a","-10.0","16:09:36"
"484bfd6a-2141-404d-a22e-0e4b1ba59e0e","SKYWAVE_PHASE_4_5","3c102b41-f653-4e54-a8d0-5e23c8c27e5d","94f4cf80-b100-4a0d-a202-9f1d9a97b95e","-10.0","16:14:05"
"484bfd6a-2141-404d-a22e-0e4b1ba59e0e","SKYWAVE_PHASE_4_5","3f1115a7-318b-48e0-ad9f-a741f4ae0ee8","b675d2bc-a991-408e-a020-f86a86fef5bc","-10.0","16:14:30"
"de2be8f3-f86d-44a4-a4eb-a782ce0988bf","SKYWAVE_PHASE_4_5","7d6c2125-2a73-4416-a5a0-e764018df7e7","b2f69432-3d73-4114-a0bf-1022cefa057c","-12.0","18:21:00"
"de2be8f3-f86d-44a4-a4eb-a782ce0988bf","SKYWAVE_PHASE_4_5","44799129-896a-4e2f-aa2d-949251fa2f16","dd2ec8a7-a678-4b18-a868-be04824bfdf9","-12.0","18:22:11"
"17628b78-73b9-4a2a-a3b4-9ac9d443e433","SKYWAVE_PHASE_4_5","88b624f4-31fa-4c69-af2a-f0490dd455f6","1b45bf81-a194-4795-a656-680d6e08d09c","-12.0","18:22:43"
"17628b78-73b9-4a2a-a3b4-9ac9d443e433","SKYWAVE_PHASE_4_5","9b0c50d4-7430-4175-a40e-5a84fa8020c0","0108459c-b866-4151-aa52-ca398635c6f2","-12.0","18:23:44"
"af5c2d32-017b-496d-aab0-13eb077091dc","SKYWAVE_PHASE_4_5","b33ced6d-2f33-4346-a74c-344d3e7edfd0","1eb6b8f3-5c15-4ae3-a76e-2823e7b73d99","-1.0","16:09:00"
"af5c2d32-017b-496d-aab0-13eb077091dc","SKYWAVE_PHASE_4_5","7c49ef69-d0b4-4470-ab18-c5c825486ae9","0362a637-8acb-4c54-ae87-01627ec0d4b2","-1.0","16:09:29"
"b0fb4f2f-7c53-41da-ae27-f6ad9e3af92f","SKYWAVE_PHASE_4_5","b28b15c7-093a-4112-a89c-9fb07823f62a","348582d3-8cf3-4053-a44a-3704617451b8","-13.0","19:18:00"
"b0fb4f2f-7c53-41da-ae27-f6ad9e3af92f","SKYWAVE_PHASE_4_5","718dbb95-e64d-4c59-a74d-e3b3a4c2a8de","49a11879-d278-462a-a0d2-6aa31e32b35b","-13.0","19:21:55"
"96defaf3-5cfc-4e96-a991-43ced9562b20","SKYWAVE_PHASE_4_5","b5797a25-b1ce-43c3-acca-c5f816b7e84e","911b76fd-b86a-4376-a028-0c2528549632","-1.0","16:01:00"
"96defaf3-5cfc-4e96-a991-43ced9562b20","SKYWAVE_PHASE_4_5","90d96e43-d164-4c78-a57d-7f161e0e0919","bee77148-14ae-4948-a129-81f37b634218","-1.0","16:03:11"
"31488231-0d53-489d-a4df-4095d2362714","SKYWAVE_PHASE_4_5","e4062edc-9ea2-4425-a729-764777f62d15","04fb4edf-e67f-409c-adf7-b02a5c32ff7c","-1.0","16:05:03"
"31488231-0d53-489d-a4df-4095d2362714","SKYWAVE_PHASE_4_5","84c63974-8722-41ff-affc-8395df323880","f96525b4-5bf8-4dc2-ae4c-a6aeba27cc70","-1.0","16:06:16"
"430e794c-356d-4404-adb1-fb57a3beaa91","SKYWAVE_PHASE_4_5","3ca921c9-77f6-4055-adce-1f05aa884515","0f02cdb0-5928-40fa-a747-edf3c3887ff5","-9.0","18:51:00"
"430e794c-356d-4404-adb1-fb57a3beaa91","SKYWAVE_PHASE_4_5","79f7d912-5af5-4ed5-adb4-1ceb2af39dfd","946651dd-3372-4443-aa22-2125f02833e1","-9.0","18:51:30"
"ef3ad973-56b1-4012-aa18-7777d5da85f4","SKYWAVE_PHASE_4_5","196ea440-1e11-4551-adb7-8dcda212f8d1","483ca3e9-d895-4594-aaf9-db2eb1c0b4ef","-9.0","18:52:25"
"ef3ad973-56b1-4012-aa18-7777d5da85f4","SKYWAVE_PHASE_4_5","d61d50cf-3503-4e2d-a1cb-48b4facc3d22","e6bc0006-4994-47e8-a89a-9bd2d26ee0ca","-9.0","18:52:48"
"5ac74688-fe4a-4f57-adeb-400aed9f7dbb","SKYWAVE_PHASE_4_5","96b234be-dac3-40c8-a854-cc3e9465bab9","0a7cd7e2-710d-4b90-a7ae-cd094bae87b1","-2.0","12:19:00"
"5ac74688-fe4a-4f57-adeb-400aed9f7dbb","SKYWAVE_PHASE_4_5","c8a139e8-4922-4708-aec2-7f0a42cf0fd2","39617c11-194d-4be6-abea-d765e13d11c4","-2.0","12:19:43"
"1d418511-9c62-4bf1-a9a2-c5c2d825bd6e","SKYWAVE_PHASE_4_5","7c46726c-28e2-46ce-a477-2231b1a04f89","54ced2ad-714a-4583-a2ab-5d54d5f53dcf","-2.0","12:21:54"
"1d418511-9c62-4bf1-a9a2-c5c2d825bd6e","SKYWAVE_PHASE_4_5","b1c13b16-c428-47ed-a8a2-f51205793a5c","12f08eb8-af24-491b-aafb-6bec1aa56abb","-2.0","12:22:39"
"a5905b4a-5df7-413d-a0e6-e1f3bf4d925b","SKYWAVE_PHASE_4_5","ebe372af-4fa2-414c-a6e0-25bd680d157a","c938859e-0e6f-4cdd-ae64-f9fc49033305","-1.0","17:48:00"
"a5905b4a-5df7-413d-a0e6-e1f3bf4d925b","SKYWAVE_PHASE_4_5","1227dfef-cf56-4836-a52a-7f2624fbbdc7","f1749896-1b08-4269-aa2d-025305acde2e","-1.0","17:49:02"
"623892ec-a5cd-471d-ad18-6432dafb69e6","SKYWAVE_PHASE_4_5","f004b53b-c04a-4f8d-ac4a-5c2c5e6274f6","e4576abb-06e8-4c47-ae2e-e9904f94e812","-8.0","13:02:00"
"623892ec-a5cd-471d-ad18-6432dafb69e6","SKYWAVE_PHASE_4_5","700b8879-fc38-40de-ae77-9eb03f2a80e9","19d10227-2045-487b-a8f4-db1d7c8ff396","-8.0","13:02:41"
"94d2addf-fb79-4b92-a4ca-308c25fe7501","SKYWAVE_PHASE_4_5","a403f5fa-0055-4888-a3d7-3d521424c218","b3c5ef29-b6ae-4f8f-ac51-c3d5d616d300","-8.0","17:37:00"
"94d2addf-fb79-4b92-a4ca-308c25fe7501","SKYWAVE_PHASE_4_5","1c5f5d09-c9c1-4318-ad65-cc564e9416af","271a2ce9-a50f-4eae-a6e0-82deef4569bd","-8.0","17:41:30"
"fb557551-32e3-4629-a88c-0e7d33f19044","SKYWAVE_PHASE_4_5","e4ac35b6-2f7d-472d-a0d2-ee2d58253446","e49f267a-0d67-4d06-ae9c-c1e4de7074ec","-7.0","17:10:00"
"fb557551-32e3-4629-a88c-0e7d33f19044","SKYWAVE_PHASE_4_5","747086bc-c390-45cb-ad49-7faf9ddf4bef","66e88d95-cd3b-4268-a7f9-6603f4ec94f9","-7.0","17:12:46"
"4c372de3-5d95-4e94-a04f-00c815ace854","SKYWAVE_PHASE_4_5","b45597eb-90e7-439e-a276-704d06c69e3c","7bcd64c9-74be-4e4a-a50a-72978c38a51c","-7.0","17:13:52"
"4c372de3-5d95-4e94-a04f-00c815ace854","SKYWAVE_PHASE_4_5","76bd12e7-5ce7-49b0-a9ff-6179de2965ed","ff3715be-c9f3-45e3-aeda-e03a2af6febb","-7.0","17:15:06"
"2d1e6c4f-7f33-4de5-a257-871c57033c95","SKYWAVE_PHASE_4_5","ebf33ec9-21b8-4526-a5de-529b095c1fea","2184d19e-2085-4aa8-a41e-bcfbf1626f02","-7.0","17:15:42"
"2d1e6c4f-7f33-4de5-a257-871c57033c95","SKYWAVE_PHASE_4_5","636c4fe8-5cb7-4474-a2fb-befbec8e4e19","38af1c17-0855-469b-a4bb-7f74a7246bb4","-7.0","17:16:34"
"4f2ec292-2d17-4be7-aecc-3261c6826dc9","SKYWAVE_PHASE_4_5","6b966a71-6a0c-45c2-a01d-8d5543de921d","5ca19326-932e-40b4-ab3b-bc6274b45c69","-12.0","13:32:00"
"4f2ec292-2d17-4be7-aecc-3261c6826dc9","SKYWAVE_PHASE_4_5","11d5e71c-5041-4bf7-abca-7a04f8db3a3d","ba6dcaba-8477-493c-ae92-c0539df1f0a5","-12.0","13:32:44"
"34ef6dfd-da70-45d0-af27-2c426b3a48f0","SKYWAVE_PHASE_4_5","1b343db1-7d52-4600-a4be-54bee93c578e","9de53a7a-926e-4c15-a1ea-062fa1ac45c8","-4.0","09:02:00"
"34ef6dfd-da70-45d0-af27-2c426b3a48f0","SKYWAVE_PHASE_4_5","f4782f65-7f54-42f9-a708-19f9716648c0","b50ff7b7-5445-4af8-a36d-3e24d94b7eba","-4.0","09:06:19"
"74e8f18a-e293-4273-a2e8-f172356ea341","SKYWAVE_PHASE_4_5","8026fc8f-590f-46a8-a7b9-fc71a0dfb67e","623c6e7b-c68b-4074-a791-f999cadb80bf","-4.0","09:08:00"
"74e8f18a-e293-4273-a2e8-f172356ea341","SKYWAVE_PHASE_4_5","e410c75c-233e-490d-a24d-56efa341260a","96736b43-d2ed-4231-ad08-744a66aac080","-4.0","09:11:35"
"b827dc2f-af72-4010-a0bd-fbc6e4c3941f","SKYWAVE_PHASE_4_5","991570b6-2c51-48ab-acc4-ac9c093be72c","94f518c1-5c39-4eb8-a61a-75a83cf00d42","-4.0","09:14:40"
"b827dc2f-af72-4010-a0bd-fbc6e4c3941f","SKYWAVE_PHASE_4_5","af733bbf-c125-4830-a45a-ecba7461a7c7","495e35da-dfc8-4e60-a565-7a186573b057","-4.0","09:16:36"
"2b1e3029-f172-4e76-a1a8-d4836ba14efd","SKYWAVE_PHASE_4_5","74d9d755-4f38-4665-af33-05ddc0b914c1","cd0ff80f-1ed9-4901-a572-21fe3375d6d0","-6.0","16:55:00"
"2b1e3029-f172-4e76-a1a8-d4836ba14efd","SKYWAVE_PHASE_4_5","07df9339-a1a8-45a7-aa36-a50b5b6f8ccf","cda4be92-ab8c-4123-a3c6-53351e9f09e6","-6.0","16:55:40"
