"AI_Agent_Api_Name__c","AI_Agent_Session_Participant_Role__c","AI_Agent_Session__c","AI_Agent_Template_Api_Name__c","AI_Agent_Type__c","AI_Agent_Version_Api_Name__c","Demo_Identifier__c","End_Timestamp__c","External_ID__c","Individual__c","Participant_Attribute__c","Participant_Object__c","Participant__c","Start_Days__c","Start_Time__c"
"Skywave_Airlines_Agent","AGENT","ca56d848-cdc7-4125-abcd-71e979196093","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-06-01T10:41:26.000Z","aa56d848-cdc7-4125-abcd-71e979196093","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-2.0","10:40:00"
"Skywave_Airlines_Agent","USER","ca56d848-cdc7-4125-abcd-71e979196093","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-06-01T10:41:26.000Z","ua56d848-cdc7-4125-abcd-71e979196093","","{}","MessagingEndUser","0PAg8000000ZP6nGAG","-2.0","10:40:00"
"Skywave_Airlines_Agent","AGENT","7c4ac7b5-8fda-4aa6-a0ae-11a628fab688","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-06-02T14:30:18.000Z","ac4ac7b5-8fda-4aa6-a0ae-11a628fab688","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-1.0","14:24:00"
"Skywave_Airlines_Agent","USER","7c4ac7b5-8fda-4aa6-a0ae-11a628fab688","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-06-02T14:30:18.000Z","uc4ac7b5-8fda-4aa6-a0ae-11a628fab688","","{}","MessagingEndUser","0PAg8000000ZP8PGAW","-1.0","14:24:00"
"Skywave_Airlines_Agent","AGENT","03b41a51-9fec-4279-a37b-d6995ae387ec","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-31T11:32:40.000Z","a3b41a51-9fec-4279-a37b-d6995ae387ec","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-3.0","11:25:00"
"Skywave_Airlines_Agent","USER","03b41a51-9fec-4279-a37b-d6995ae387ec","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-31T11:32:40.000Z","u3b41a51-9fec-4279-a37b-d6995ae387ec","","{}","MessagingEndUser","0PAg8000000ZPd3GAG","-3.0","11:25:00"
"Skywave_Airlines_Agent","AGENT","f91b856c-4e71-4821-a2a6-e5fe68d84610","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-06-01T08:11:07.000Z","a91b856c-4e71-4821-a2a6-e5fe68d84610","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-2.0","08:10:00"
"Skywave_Airlines_Agent","USER","f91b856c-4e71-4821-a2a6-e5fe68d84610","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-06-01T08:11:07.000Z","u91b856c-4e71-4821-a2a6-e5fe68d84610","","{}","MessagingEndUser","0PAg8000000ZPtBGAW","-2.0","08:10:00"
"Skywave_Airlines_Agent","AGENT","206bc0ec-59be-4520-a666-b54b70fa1d1c","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-24T08:15:19.000Z","a06bc0ec-59be-4520-a666-b54b70fa1d1c","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-10.0","08:12:00"
"Skywave_Airlines_Agent","USER","206bc0ec-59be-4520-a666-b54b70fa1d1c","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-24T08:15:19.000Z","u06bc0ec-59be-4520-a666-b54b70fa1d1c","","{}","MessagingEndUser","0PAg8000000ZRgTGAW","-10.0","08:12:00"
"Skywave_Airlines_Agent","AGENT","3d839c22-f9f5-4ac6-a322-6e270f3c7684","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-25T14:35:02.000Z","ad839c22-f9f5-4ac6-a322-6e270f3c7684","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-9.0","14:33:00"
"Skywave_Airlines_Agent","USER","3d839c22-f9f5-4ac6-a322-6e270f3c7684","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-25T14:35:02.000Z","ud839c22-f9f5-4ac6-a322-6e270f3c7684","","{}","MessagingEndUser","0PAg8000000ZSRFGA4","-9.0","14:33:00"
"Skywave_Airlines_Agent","AGENT","c2fa2845-f102-4bf8-a95d-a505f9b38bb9","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-28T08:04:46.000Z","a2fa2845-f102-4bf8-a95d-a505f9b38bb9","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-6.0","08:03:00"
"Skywave_Airlines_Agent","USER","c2fa2845-f102-4bf8-a95d-a505f9b38bb9","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-28T08:04:46.000Z","u2fa2845-f102-4bf8-a95d-a505f9b38bb9","","{}","MessagingEndUser","0PAg8000000ZSXhGAO","-6.0","08:03:00"
"Skywave_Airlines_Agent","AGENT","0c5bad76-92bc-45c9-aef6-3abf4fa5de9c","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-24T08:17:15.000Z","ac5bad76-92bc-45c9-aef6-3abf4fa5de9c","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-10.0","08:13:00"
"Skywave_Airlines_Agent","USER","0c5bad76-92bc-45c9-aef6-3abf4fa5de9c","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-24T08:17:15.000Z","uc5bad76-92bc-45c9-aef6-3abf4fa5de9c","","{}","MessagingEndUser","0PAg8000000ZTNJGA4","-10.0","08:13:00"
"Skywave_Airlines_Agent","AGENT","e3db960d-710c-4d96-a58c-11beb9e26fda","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-06-02T15:11:01.000Z","a3db960d-710c-4d96-a58c-11beb9e26fda","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-1.0","15:07:00"
"Skywave_Airlines_Agent","USER","e3db960d-710c-4d96-a58c-11beb9e26fda","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-06-02T15:11:01.000Z","u3db960d-710c-4d96-a58c-11beb9e26fda","","{}","MessagingEndUser","0PAg8000000ZUsrGAG","-1.0","15:07:00"
"Skywave_Airlines_Agent","AGENT","3558ee33-c510-4b83-a0f9-cfc4c599b9bc","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-21T18:04:22.000Z","a558ee33-c510-4b83-a0f9-cfc4c599b9bc","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-13.0","18:02:00"
"Skywave_Airlines_Agent","USER","3558ee33-c510-4b83-a0f9-cfc4c599b9bc","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-21T18:04:22.000Z","u558ee33-c510-4b83-a0f9-cfc4c599b9bc","","{}","MessagingEndUser","0PAg8000000ZVDpGAO","-13.0","18:02:00"
"Skywave_Airlines_Agent","AGENT","25a98ac2-95a9-43a8-a4ab-76b613cf9ffe","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-31T09:08:06.000Z","a5a98ac2-95a9-43a8-a4ab-76b613cf9ffe","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-3.0","09:04:00"
"Skywave_Airlines_Agent","USER","25a98ac2-95a9-43a8-a4ab-76b613cf9ffe","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-31T09:08:06.000Z","u5a98ac2-95a9-43a8-a4ab-76b613cf9ffe","","{}","MessagingEndUser","0PAg8000000ZfMrGAK","-3.0","09:04:00"
"Skywave_Airlines_Agent","AGENT","cac584e0-9e70-4a2e-abec-25caa6f3146e","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-25T14:24:50.000Z","aac584e0-9e70-4a2e-abec-25caa6f3146e","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-9.0","14:16:00"
"Skywave_Airlines_Agent","USER","cac584e0-9e70-4a2e-abec-25caa6f3146e","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-25T14:24:50.000Z","uac584e0-9e70-4a2e-abec-25caa6f3146e","","{}","MessagingEndUser","0PAg8000000Zim9GAC","-9.0","14:16:00"
"Skywave_Airlines_Agent","AGENT","8e367453-c31e-452b-a42c-a40c64adfdf5","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-06-02T19:40:14.000Z","ae367453-c31e-452b-a42c-a40c64adfdf5","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-1.0","19:39:00"
"Skywave_Airlines_Agent","USER","8e367453-c31e-452b-a42c-a40c64adfdf5","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-06-02T19:40:14.000Z","ue367453-c31e-452b-a42c-a40c64adfdf5","","{}","MessagingEndUser","0PAg8000000ZjblGAC","-1.0","19:39:00"
"Skywave_Airlines_Agent","AGENT","3648a988-5c8f-4eeb-a5c6-b14d73bd687a","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-21T18:15:40.000Z","a648a988-5c8f-4eeb-a5c6-b14d73bd687a","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-13.0","18:08:00"
"Skywave_Airlines_Agent","USER","3648a988-5c8f-4eeb-a5c6-b14d73bd687a","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-21T18:15:40.000Z","u648a988-5c8f-4eeb-a5c6-b14d73bd687a","","{}","MessagingEndUser","0PAg8000000Zl5hGAC","-13.0","18:08:00"
"Skywave_Airlines_Agent","AGENT","45d1fd02-36b6-487d-a87c-d528a8114087","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-24T15:05:03.000Z","a5d1fd02-36b6-487d-a87c-d528a8114087","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-10.0","15:04:00"
"Skywave_Airlines_Agent","USER","45d1fd02-36b6-487d-a87c-d528a8114087","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-24T15:05:03.000Z","u5d1fd02-36b6-487d-a87c-d528a8114087","","{}","MessagingEndUser","0PAg8000000ZlTtGAK","-10.0","15:04:00"
"Skywave_Airlines_Agent","AGENT","14b2d4fa-6cbf-424e-a429-9a7da02e87ec","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-22T09:51:20.000Z","a4b2d4fa-6cbf-424e-a429-9a7da02e87ec","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-12.0","09:49:00"
"Skywave_Airlines_Agent","USER","14b2d4fa-6cbf-424e-a429-9a7da02e87ec","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-22T09:51:20.000Z","u4b2d4fa-6cbf-424e-a429-9a7da02e87ec","","{}","MessagingEndUser","0PAg8000000ZpBpGAK","-12.0","09:49:00"
"Skywave_Airlines_Agent","AGENT","6b1caea2-ad67-4922-af12-83333c219dd7","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-29T16:28:12.000Z","ab1caea2-ad67-4922-af12-83333c219dd7","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-5.0","16:20:00"
"Skywave_Airlines_Agent","USER","6b1caea2-ad67-4922-af12-83333c219dd7","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-29T16:28:12.000Z","ub1caea2-ad67-4922-af12-83333c219dd7","","{}","MessagingEndUser","0PAg8000000ZqYPGA0","-5.0","16:20:00"
"Skywave_Airlines_Agent","AGENT","2a3c5541-65b0-4bc8-a1ac-6de7f5138679","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-24T13:44:34.000Z","aa3c5541-65b0-4bc8-a1ac-6de7f5138679","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-10.0","13:44:00"
"Skywave_Airlines_Agent","USER","2a3c5541-65b0-4bc8-a1ac-6de7f5138679","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-24T13:44:34.000Z","ua3c5541-65b0-4bc8-a1ac-6de7f5138679","","{}","MessagingEndUser","0PAg8000000Zqa1GAC","-10.0","13:44:00"
"Skywave_Airlines_Agent","AGENT","fb62c36b-fd29-4e70-a606-6c709dc951d7","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-06-02T13:56:40.000Z","ab62c36b-fd29-4e70-a606-6c709dc951d7","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-1.0","13:51:00"
"Skywave_Airlines_Agent","USER","fb62c36b-fd29-4e70-a606-6c709dc951d7","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-06-02T13:56:40.000Z","ub62c36b-fd29-4e70-a606-6c709dc951d7","","{}","MessagingEndUser","0PAg8000000Zr1RGAS","-1.0","13:51:00"
"Skywave_Airlines_Agent","AGENT","2d7a7c19-6b2a-4f5b-aab7-2bac527dfd91","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-30T19:50:28.000Z","ad7a7c19-6b2a-4f5b-aab7-2bac527dfd91","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-4.0","19:50:00"
"Skywave_Airlines_Agent","USER","2d7a7c19-6b2a-4f5b-aab7-2bac527dfd91","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-30T19:50:28.000Z","ud7a7c19-6b2a-4f5b-aab7-2bac527dfd91","","{}","MessagingEndUser","0PAg8000000ZrCjGAK","-4.0","19:50:00"
"Skywave_Airlines_Agent","AGENT","1e2a4660-a4d7-4bee-a438-d925f4369077","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-27T15:28:03.000Z","ae2a4660-a4d7-4bee-a438-d925f4369077","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-7.0","15:27:00"
"Skywave_Airlines_Agent","USER","1e2a4660-a4d7-4bee-a438-d925f4369077","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-27T15:28:03.000Z","ue2a4660-a4d7-4bee-a438-d925f4369077","","{}","MessagingEndUser","0PAg8000000ZMaLGAW","-7.0","15:27:00"
"Skywave_Airlines_Agent","AGENT","551fc493-e42e-4281-a013-e9233d7a7df0","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-22T08:52:17.000Z","a51fc493-e42e-4281-a013-e9233d7a7df0","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-12.0","08:47:00"
"Skywave_Airlines_Agent","USER","551fc493-e42e-4281-a013-e9233d7a7df0","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-22T08:52:17.000Z","u51fc493-e42e-4281-a013-e9233d7a7df0","","{}","MessagingEndUser","0PAg8000000ZOM1GAO","-12.0","08:47:00"
"Skywave_Airlines_Agent","AGENT","6a028b10-3524-4224-a001-cfea6fbcb3f6","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-22T18:25:18.000Z","aa028b10-3524-4224-a001-cfea6fbcb3f6","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-12.0","18:24:00"
"Skywave_Airlines_Agent","USER","6a028b10-3524-4224-a001-cfea6fbcb3f6","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-22T18:25:18.000Z","ua028b10-3524-4224-a001-cfea6fbcb3f6","","{}","MessagingEndUser","0PAg8000000ZOgzGAG","-12.0","18:24:00"
"Skywave_Airlines_Agent","AGENT","86c88c4b-90dd-4350-ac31-c63603f4d636","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-24T19:03:54.000Z","a6c88c4b-90dd-4350-ac31-c63603f4d636","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-10.0","18:59:00"
"Skywave_Airlines_Agent","USER","86c88c4b-90dd-4350-ac31-c63603f4d636","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-24T19:03:54.000Z","u6c88c4b-90dd-4350-ac31-c63603f4d636","","{}","MessagingEndUser","0PAg8000000ZOibGAG","-10.0","18:59:00"
"Skywave_Airlines_Agent","AGENT","5ff5713c-a7a9-4937-a7fc-1a8bd138545e","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-21T12:46:28.000Z","aff5713c-a7a9-4937-a7fc-1a8bd138545e","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-13.0","12:42:00"
"Skywave_Airlines_Agent","USER","5ff5713c-a7a9-4937-a7fc-1a8bd138545e","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-21T12:46:28.000Z","uff5713c-a7a9-4937-a7fc-1a8bd138545e","","{}","MessagingEndUser","0PAg8000000ZOvVGAW","-13.0","12:42:00"
"Skywave_Airlines_Agent","AGENT","badde09e-5dbf-4155-ac64-0af353c0a724","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-21T19:58:36.000Z","aadde09e-5dbf-4155-ac64-0af353c0a724","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-13.0","19:54:00"
"Skywave_Airlines_Agent","USER","badde09e-5dbf-4155-ac64-0af353c0a724","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-21T19:58:36.000Z","uadde09e-5dbf-4155-ac64-0af353c0a724","","{}","MessagingEndUser","0PAg8000000ZP6nGAG","-13.0","19:54:00"
"Skywave_Airlines_Agent","AGENT","458ea171-e9c6-4450-a2c7-c2c0e500b499","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-27T13:50:11.000Z","a58ea171-e9c6-4450-a2c7-c2c0e500b499","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-7.0","13:49:00"
"Skywave_Airlines_Agent","USER","458ea171-e9c6-4450-a2c7-c2c0e500b499","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-27T13:50:11.000Z","u58ea171-e9c6-4450-a2c7-c2c0e500b499","","{}","MessagingEndUser","0PAg8000000ZP8PGAW","-7.0","13:49:00"
"Skywave_Airlines_Agent","AGENT","98f532e7-c750-4ed1-aee0-a35571f47700","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-23T09:15:03.000Z","a8f532e7-c750-4ed1-aee0-a35571f47700","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-11.0","09:14:00"
"Skywave_Airlines_Agent","USER","98f532e7-c750-4ed1-aee0-a35571f47700","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-23T09:15:03.000Z","u8f532e7-c750-4ed1-aee0-a35571f47700","","{}","MessagingEndUser","0PAg8000000ZPd3GAG","-11.0","09:14:00"
"Skywave_Airlines_Agent","AGENT","835c4acd-8ae2-4830-ab31-1d287cd61ff4","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-06-02T08:07:22.000Z","a35c4acd-8ae2-4830-ab31-1d287cd61ff4","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-1.0","08:07:00"
"Skywave_Airlines_Agent","USER","835c4acd-8ae2-4830-ab31-1d287cd61ff4","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-06-02T08:07:22.000Z","u35c4acd-8ae2-4830-ab31-1d287cd61ff4","","{}","MessagingEndUser","0PAg8000000ZPtBGAW","-1.0","08:07:00"
"Skywave_Airlines_Agent","AGENT","2528817f-5027-45a8-ae93-b2a3a0f9d918","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-20T14:02:42.000Z","a528817f-5027-45a8-ae93-b2a3a0f9d918","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-14.0","14:02:00"
"Skywave_Airlines_Agent","USER","2528817f-5027-45a8-ae93-b2a3a0f9d918","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-20T14:02:42.000Z","u528817f-5027-45a8-ae93-b2a3a0f9d918","","{}","MessagingEndUser","0PAg8000000ZRgTGAW","-14.0","14:02:00"
"Skywave_Airlines_Agent","AGENT","4e8c5251-86f7-4996-a2fa-f9b05169799b","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-24T16:09:46.000Z","ae8c5251-86f7-4996-a2fa-f9b05169799b","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-10.0","16:07:00"
"Skywave_Airlines_Agent","USER","4e8c5251-86f7-4996-a2fa-f9b05169799b","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-24T16:09:46.000Z","ue8c5251-86f7-4996-a2fa-f9b05169799b","","{}","MessagingEndUser","0PAg8000000ZSRFGA4","-10.0","16:07:00"
"Skywave_Airlines_Agent","AGENT","316ecaa3-7a77-44a2-ad74-af6cef306b1b","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-31T09:23:13.000Z","a16ecaa3-7a77-44a2-ad74-af6cef306b1b","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-3.0","09:22:00"
"Skywave_Airlines_Agent","USER","316ecaa3-7a77-44a2-ad74-af6cef306b1b","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-31T09:23:13.000Z","u16ecaa3-7a77-44a2-ad74-af6cef306b1b","","{}","MessagingEndUser","0PAg8000000ZSXhGAO","-3.0","09:22:00"
"Skywave_Airlines_Agent","AGENT","19e0fa78-c972-4d91-ad26-6cff9f8884fa","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-29T16:11:17.000Z","a9e0fa78-c972-4d91-ad26-6cff9f8884fa","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-5.0","16:05:00"
"Skywave_Airlines_Agent","USER","19e0fa78-c972-4d91-ad26-6cff9f8884fa","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-29T16:11:17.000Z","u9e0fa78-c972-4d91-ad26-6cff9f8884fa","","{}","MessagingEndUser","0PAg8000000ZTNJGA4","-5.0","16:05:00"
"Skywave_Airlines_Agent","AGENT","4d6797c1-41bb-4ee8-a241-728e445a47fb","","EinsteinServiceAgent","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","2026-05-29T11:54:03.000Z","ad6797c1-41bb-4ee8-a241-728e445a47fb","","{}","GenAiPlannerDefinition","16jg8000000P8QbAAK","-5.0","11:52:00"
