"AI_Agent_Channel_Type__c","AI_Agent_Session_End_Type__c","Demo_Identifier__c","End_Timestamp__c","External_ID__c","Individual__c","Previous_Session_Id__c","Related_Messaging_Session__c","Related_Voice_Call__c","Session_Owner_Object__c","Session_Owner__c","Start_Days__c","Start_Time__c","Variable__c"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-24T16:09:46.000Z","4e8c5251-86f7-4996-a2fa-f9b05169799b","NOT_SET","NOT_SET","","","NOT_SET","","-10.0","16:07:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-31T09:23:13.000Z","316ecaa3-7a77-44a2-ad74-af6cef306b1b","NOT_SET","NOT_SET","","","NOT_SET","","-3.0","09:22:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-29T16:11:17.000Z","19e0fa78-c972-4d91-ad26-6cff9f8884fa","NOT_SET","NOT_SET","","","NOT_SET","","-5.0","16:05:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-29T11:54:03.000Z","4d6797c1-41bb-4ee8-a241-728e445a47fb","NOT_SET","NOT_SET","","","NOT_SET","","-5.0","11:52:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-27T13:13:42.000Z","819436cd-170b-49d9-ae97-ec8bb4c09da2","NOT_SET","NOT_SET","","","NOT_SET","","-7.0","13:12:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-06-02T14:19:48.000Z","707078b8-8fb7-4d34-af13-a68a82fe164f","NOT_SET","NOT_SET","","","NOT_SET","","-1.0","14:16:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-20T18:09:24.000Z","9b257127-52b3-4b51-a432-a6223a12de55","NOT_SET","NOT_SET","","","NOT_SET","","-14.0","18:07:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-24T12:09:11.000Z","9fac2bd7-67a0-49b3-a124-2fdb1281c69d","NOT_SET","NOT_SET","","","NOT_SET","","-10.0","12:08:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-27T10:09:31.000Z","47842372-19ad-4ca1-a978-81b81e5b10d7","NOT_SET","NOT_SET","","","NOT_SET","","-7.0","10:09:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-24T12:45:12.000Z","6eea2b47-6f28-4943-a110-c4a9e6101e23","NOT_SET","NOT_SET","","","NOT_SET","","-10.0","12:43:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-27T19:54:32.000Z","8d3ecb44-fdd3-411a-af7e-8b6ec6d3ec39","NOT_SET","NOT_SET","","","NOT_SET","","-7.0","19:52:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-26T14:02:21.000Z","0ca74133-6cab-4d06-a0eb-36b1825723ed","NOT_SET","NOT_SET","","","NOT_SET","","-8.0","13:55:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-20T14:29:42.000Z","f764db21-c10b-40ae-a624-03320ef958c0","NOT_SET","NOT_SET","","","NOT_SET","","-14.0","14:29:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-28T08:06:36.000Z","88a9eade-fc06-4a4d-a614-723554b90af2","NOT_SET","NOT_SET","","","NOT_SET","","-6.0","08:02:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-25T09:10:37.000Z","63188277-16b4-49dc-ab87-c028c6f9b436","NOT_SET","NOT_SET","","","NOT_SET","","-9.0","09:05:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-30T19:21:53.000Z","5167672f-b19f-4ce3-ac61-4e41841f4bc1","NOT_SET","NOT_SET","","","NOT_SET","","-4.0","19:17:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-20T18:03:33.000Z","4f218353-2e3a-43b9-a651-94c5f0889f6a","NOT_SET","NOT_SET","","","NOT_SET","","-14.0","17:53:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-24T19:12:52.000Z","481d8c21-ab81-4799-ac97-2c2d7080907e","NOT_SET","NOT_SET","","","NOT_SET","","-10.0","19:11:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-20T19:38:30.000Z","427bf0c4-d631-4e88-a540-86a1425fb9d6","NOT_SET","NOT_SET","","","NOT_SET","","-14.0","19:38:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-06-02T10:03:03.000Z","ea4a996f-8d80-4d4f-af86-311f53621ebd","NOT_SET","NOT_SET","","","NOT_SET","","-1.0","10:00:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-26T14:09:12.000Z","89c7198c-93d7-40f4-a028-ed21d30f9cf3","NOT_SET","NOT_SET","","","NOT_SET","","-8.0","14:01:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-21T11:53:03.000Z","c9b4038e-ca84-4bc0-a6cb-236289b5b4f7","NOT_SET","NOT_SET","","","NOT_SET","","-13.0","11:52:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-26T17:13:32.000Z","244eb279-2fde-43c3-a694-a73087fd50d6","NOT_SET","NOT_SET","","","NOT_SET","","-8.0","17:13:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-30T15:27:05.000Z","a541ac12-55df-4732-ac1a-dc7afcf66b6e","NOT_SET","NOT_SET","","","NOT_SET","","-4.0","15:20:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-31T12:13:47.000Z","f5c3ba54-9910-4fde-a0cf-b2fefc8a6051","NOT_SET","NOT_SET","","","NOT_SET","","-3.0","12:10:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-22T18:40:39.000Z","97c37d76-81dc-4982-adaa-6552526b047c","NOT_SET","NOT_SET","","","NOT_SET","","-12.0","18:40:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-30T16:50:13.000Z","613b5885-470e-4aeb-aa5f-d236c6b16764","NOT_SET","NOT_SET","","","NOT_SET","","-4.0","16:41:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-22T14:08:36.000Z","eb667c0b-94b1-4814-a601-84e8f1fa47bb","NOT_SET","NOT_SET","","","NOT_SET","","-12.0","14:08:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-31T12:56:35.000Z","3d7a21b6-8cd1-4106-a1a5-ad823089fb7c","NOT_SET","NOT_SET","","","NOT_SET","","-3.0","12:54:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-06-01T09:00:01.000Z","6573935b-c3a3-4bce-aedf-759581de0868","NOT_SET","NOT_SET","","","NOT_SET","","-2.0","08:59:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-24T09:23:06.000Z","7eb34650-5a82-49c1-a085-88c212c04861","NOT_SET","NOT_SET","","","NOT_SET","","-10.0","09:21:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-22T09:22:51.000Z","31ba6983-a7e1-4051-a6ee-dce2b6c0ef6b","NOT_SET","NOT_SET","","","NOT_SET","","-12.0","09:22:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-28T10:56:46.000Z","73731351-0c9e-4ef5-a879-2dbe07135d90","NOT_SET","NOT_SET","","","NOT_SET","","-6.0","10:56:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-27T08:29:13.000Z","07c6a79c-d59f-42ad-ad01-a89520fe1c23","NOT_SET","NOT_SET","","","NOT_SET","","-7.0","08:28:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-31T10:57:45.000Z","58c0c818-c539-490a-a92c-7d792ac03808","NOT_SET","NOT_SET","","","NOT_SET","","-3.0","10:47:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-20T13:45:22.000Z","02280af3-fd2f-407e-a3b2-de90428b6cdf","NOT_SET","NOT_SET","","","NOT_SET","","-14.0","13:41:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-31T13:02:37.000Z","b4fdb351-5019-4e06-a3ad-b65984fca5db","NOT_SET","NOT_SET","","","NOT_SET","","-3.0","12:55:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-23T14:34:05.000Z","d2ce0776-4d5e-49fd-a5e5-567acdfeb10e","NOT_SET","NOT_SET","","","NOT_SET","","-11.0","14:30:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-23T18:01:46.000Z","cd0adb63-3c3e-4c08-a8b2-6827b21d8f14","NOT_SET","NOT_SET","","","NOT_SET","","-11.0","17:57:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-27T13:40:27.000Z","67d6ad5f-9e1a-4adc-a665-e2b24e7836c8","NOT_SET","NOT_SET","","","NOT_SET","","-7.0","13:40:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-06-01T13:08:59.000Z","972b84eb-f0ed-49c8-a1b2-a3097ee416cd","NOT_SET","NOT_SET","","","NOT_SET","","-2.0","13:08:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-22T13:33:23.000Z","680cc0bc-3434-455e-afaa-7eb1fd869998","NOT_SET","NOT_SET","","","NOT_SET","","-12.0","13:33:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-06-01T15:10:47.000Z","c4d4259f-7b20-4f60-a358-864aaade7044","NOT_SET","NOT_SET","","","NOT_SET","","-2.0","15:03:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-24T11:32:52.000Z","c1cfc869-1266-4c13-a39d-031dbeef5cbb","NOT_SET","NOT_SET","","","NOT_SET","","-10.0","11:30:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-25T19:32:33.000Z","269d222c-beb5-411f-a5d1-9cac1be610ba","NOT_SET","NOT_SET","","","NOT_SET","","-9.0","19:32:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-31T11:47:49.000Z","fd26ab1b-429c-435d-a6f0-69a5f90e0b92","NOT_SET","NOT_SET","","","NOT_SET","","-3.0","11:47:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-25T10:29:40.000Z","f1de6a80-5e0a-4205-af64-4bc1f90f9757","NOT_SET","NOT_SET","","","NOT_SET","","-9.0","10:29:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-26T17:48:43.000Z","30c831a4-c098-4996-a99a-bff00844a2aa","NOT_SET","NOT_SET","","","NOT_SET","","-8.0","17:42:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-06-01T10:39:07.000Z","2b3dc4a5-56d8-4197-a61e-a2315c408b96","NOT_SET","NOT_SET","","","NOT_SET","","-2.0","10:38:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-27T13:28:57.000Z","18e49dca-8c1e-40ac-a392-9eb6dc9f3249","NOT_SET","NOT_SET","","","NOT_SET","","-7.0","13:18:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-06-02T19:19:13.000Z","a5895352-924b-4684-af99-60adbf3fa920","NOT_SET","NOT_SET","","","NOT_SET","","-1.0","19:16:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-28T12:09:00.000Z","2227f6d7-5a56-482b-ad7f-39e74d6cb872","NOT_SET","NOT_SET","","","NOT_SET","","-6.0","12:02:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-06-02T16:00:26.000Z","6998d371-29ff-4850-a891-b069b030eb83","NOT_SET","NOT_SET","","","NOT_SET","","-1.0","15:57:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-25T08:32:16.000Z","1e221a66-d292-4c44-a629-9c0d4f4afcfb","NOT_SET","NOT_SET","","","NOT_SET","","-9.0","08:31:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-31T15:38:11.000Z","0558aeba-0169-45a5-a863-15192945e7ea","NOT_SET","NOT_SET","","","NOT_SET","","-3.0","15:33:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-21T14:07:41.000Z","cee0936b-6772-44fc-aef7-062a7afac5fb","NOT_SET","NOT_SET","","","NOT_SET","","-13.0","14:07:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-30T09:06:58.000Z","0a6a4440-d5d1-4c54-accf-942154a88da9","NOT_SET","NOT_SET","","","NOT_SET","","-4.0","09:06:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-27T13:41:10.000Z","7a0ce76c-2f75-4e7f-a570-20f9617d59da","NOT_SET","NOT_SET","","","NOT_SET","","-7.0","13:38:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-27T15:06:17.000Z","8d363ce9-c3ec-4b71-ac25-5b6a175d035c","NOT_SET","NOT_SET","","","NOT_SET","","-7.0","15:05:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-28T18:25:52.000Z","34ebad70-293d-43a5-a0d0-8f887cb87097","NOT_SET","NOT_SET","","","NOT_SET","","-6.0","18:19:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-31T09:36:34.000Z","66f70a93-2bc9-4def-aea9-8657a68bd12e","NOT_SET","NOT_SET","","","NOT_SET","","-3.0","09:34:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-30T08:27:58.000Z","a20ba675-49ee-4a70-af69-21bccf6bb7d4","NOT_SET","NOT_SET","","","NOT_SET","","-4.0","08:26:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-22T09:05:39.000Z","145617bd-f7d5-424d-a37b-2cc54d99cdad","NOT_SET","NOT_SET","","","NOT_SET","","-12.0","09:00:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-24T10:47:44.000Z","4db350ac-b724-4424-ae6c-a3ae4e58879d","NOT_SET","NOT_SET","","","NOT_SET","","-10.0","10:40:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-28T18:01:53.000Z","5cf1fc74-d2e4-419d-a70d-26ea7e964a84","NOT_SET","NOT_SET","","","NOT_SET","","-6.0","18:01:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-30T08:26:12.000Z","219da89a-c5cd-4fdf-a612-b98d244a5bcb","NOT_SET","NOT_SET","","","NOT_SET","","-4.0","08:24:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-29T10:00:57.000Z","9a68f314-dc0e-48d1-aed7-44af7c2479c9","NOT_SET","NOT_SET","","","NOT_SET","","-5.0","10:00:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-31T19:51:12.000Z","5dd36b0a-d270-41be-a9ef-93ffb2daaa6b","NOT_SET","NOT_SET","","","NOT_SET","","-3.0","19:45:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-21T15:05:16.000Z","a3013d9c-2301-4a5a-a6cd-274731e8af2e","NOT_SET","NOT_SET","","","NOT_SET","","-13.0","14:59:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-29T10:07:27.000Z","92137894-6f0f-4506-ac2b-52fa3776ad99","NOT_SET","NOT_SET","","","NOT_SET","","-5.0","10:07:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-27T17:22:29.000Z","80c20992-72e7-4c38-af22-3c49576d4458","NOT_SET","NOT_SET","","","NOT_SET","","-7.0","17:20:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-27T18:27:28.000Z","008e224e-6b5e-47fc-a054-a8f16b3a8263","NOT_SET","NOT_SET","","","NOT_SET","","-7.0","18:27:00","NOT_SET"
